Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.short [single_line_text_field],Metafield: custom.badge [single_line_text_field],Metafield: custom.kind [single_line_text_field],Metafield: custom.accent_color [single_line_text_field]
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-black-basic.jpg,3,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-black-basic-2.jpg,4,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-pink-basic.jpg,5,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-pink-basic-2.jpg,6,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-transparant-basic.jpg,7,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-transparant-basic-2.jpg,8,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-white-basic.jpg,9,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-mundschutz-mouthguard-fightpro-white-basic-2.jpg,10,Fightpro bitje gebitsbeschermer Basis,,,,,
fightpro-bitje-gebitsbeschermer-basis,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/fightpro-basis-mundschutz-mouthguard.jpg,11,Fightpro bitje gebitsbeschermer Basis,,,,,
sporttas-twins-cbbt-2,Sporttas Twins CBBT 2,"<h3 data-start=""240"" data-end=""295""><strong>Sporttas Twins CBBT 2</strong></h3> <p>Built for serious training.</p> <p>De Twins CBBT-2 sporttas is ontworpen voor vechters die geen concessies doen. Gemaakt van extreem duurzame materialen en bestand tegen intensief dagelijks gebruik.</p> <p>Ruim opgezet met meerdere vakken, zodat je al je gear georganiseerd en veilig kunt meenemen – van handschoenen tot scheenbeschermers. Praktisch, sterk en betrouwbaar.</p> <p>Strakke uitstraling zoals je van Twins gewend bent. Geen overbodige details, alleen kwaliteit.</p> <p>Voor sporters die weten wat ze nodig hebben.</p>",Twins,Sport tassen,"Sport tassen, Twins",TRUE,,Default Title,,shopify,10,deny,manual,139.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-2-sporttas-twins-fightpro.jpg,1,Twins Sporttas Twins CBBT 2,active,,,bag,#B8102E
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins.jpg,2,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins2.jpg,3,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins3.jpg,4,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins-black.jpg,5,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins-black-1.jpg,6,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins-black-2.jpg,7,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins-grey.jpg,8,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-1-sporttas-twins-grey-2.jpg,9,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-2-sporttas-twins-military.jpg,10,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-2-sporttas-twins-military-1.jpg,11,Twins Sporttas Twins CBBT 2,,,,,
sporttas-twins-cbbt-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/CBBT-2-sporttas-twins-military-2.jpg,12,Twins Sporttas Twins CBBT 2,,,,,
joya-fight-fast-punch-paddles-black,Joya Fight Fast Punch Paddles – Black,<p>Joya Fight Fast Punch Paddles – Black</p>,Joya,trap/stoot kussens,"Joya, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Joya-Fight-Fast-Punch-Paddles-Black.jpg,1,Joya Fight Fast Punch Paddles – Black,active,Joya Fight Fast Punch Paddles – Black,,bag,#1C1C1C
joya-fight-gear-foam-baton-per-paar,Joya Fight Gear – FOAM BATON (per paar),<p>Joya Fight Gear – FOAM BATON (per paar)</p>,Joya,trap/stoot kussens,"Joya, trap/stoot kussens",TRUE,,Default Title,,shopify,10,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Joya-Fight-Gear-FOAM-BATONS.jpg,1,Joya Fight Gear – FOAM BATON (per paar),active,Joya Fight Gear – FOAM BATON (per paar),,bag,#1C1C1C
twins-kickboks-scheenbeschermers-sgl7-white-2,Twins Kickboks scheenbeschermers SGL7 – White,<p>Twins Kickboks scheenbeschermers wit</p> <p>Voor de fanatieke serieuze kickbokser</p>,Twins,Scheenbeschermers,"Bescherming, Scheenbeschermers, Twins",TRUE,Maat,XS,,shopify,10,deny,manual,132.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Twins-Special-SGL-7-Shin-Guards-white.jpg,1,Twins Kickboks scheenbeschermers SGL7 – White,active,Twins Kickboks scheenbeschermers wit,,shield,#B8102E
twins-kickboks-scheenbeschermers-sgl7-white-2,,,,,,,Maat,S,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-white-2,,,,,,,Maat,M,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-white-2,,,,,,,Maat,L,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-white-2,,,,,,,Maat,XL,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-white-2,,,,,,,Maat,XXL,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-white-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/Twins-Special-SGL-7-Shin-Guards-white-.jpg,2,Twins Kickboks scheenbeschermers SGL7 – White,,,,,
twins-kickboks-scheenbeschermers-sgl7-white-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/Twins-Special-SGL-7-Shin-Guards-white-2.jpg,3,Twins Kickboks scheenbeschermers SGL7 – White,,,,,
hayabusa-airstream-athletic-duffel-bag-50-liter,Hayabusa Airstream Athletic Duffel Bag – 50 liter,<p>Hayabusa Airstream Athletic Duffel Bag – 50 liter</p>,Hayabusa,Sport tassen,"Hayabusa, Sport tassen",TRUE,,Default Title,,shopify,10,deny,manual,169.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Hayabusa-Airstream-Athletic-Duffle-Bag.jpg,1,Hayabusa Airstream Athletic Duffel Bag – 50 liter,active,Hayabusa Airstream Athletic Duffel Bag – 50 liter,,bag,#1A1A1A
hayabusa-airstream-athletic-duffel-bag-50-liter,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/Hayabusa-Airstream-Athletic-Duffle-Bag2.jpg,2,Hayabusa Airstream Athletic Duffel Bag – 50 liter,,,,,
hayabusa-airstream-athletic-duffel-bag-50-liter,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/Hayabusa-Airstream-Athletic-Duffle-Bag3.jpg,3,Hayabusa Airstream Athletic Duffel Bag – 50 liter,,,,,
shockdoctor-bitje-gebitbeschermer-gel-max-black-blue,Shockdoctor bitje gebitbeschermer Gel Max Black / Blue,"<p>Shockdoctor bitje gebitbeschermer Gel Max Black / Blue</p> <div id=""shopify-section-template--16790521053481__main"" class=""shopify-section section-main-product page-section-spacing page-section-spacing--no-top-mobile""> <div data-section-type=""main-product"" data-components=""accordion,custom-select,modal""> <div class=""product-description rte container cf padded-row not-in-quickbuy"">De Gel Max gebitsbeschermer biedt een superieure pasvorm en bescherming. Door het gebruik van een Gel Fit Liner vormt de Gel Max zich naar uw tanden en tandvlees en biedt een stevige pasvorm. De buitenkant van de Gel Max is versterkt met een rubber exoskelet voor ultieme schokabsorptie. Accepteer geen goedkope enkellaagse gebitsbeschermers, vertrouw op Shock Doctor en wees zelfverzekerd elke keer dat u speelt!</div> </div> </div> <div id=""shopify-section-template--16790521053481__62a5f432-fad3-4f55-907d-d752cb695319"" class=""shopify-section section-rich-text""> <div class=""fully-spaced-row--small cc-animate-init -in cc-animate-complete"" data-cc-animate=""""> <div class=""container""> <div class=""align-left spaced-column""> <div class=""rte lightly-spaced-row large-text""> <p><strong>Features</strong></p> </div> <div class=""rte lightly-spaced-row ""> <p><span class=""metafield-multi_line_text_field"">• Exoskeletaal schokframe<br /> • Geïntegreerde ademhalingskanalen<br /> • Ontwerp met drie lagen<br /> • Gemakkelijker aan te brengen<br /> • Gel-Fit™ voering<br /> • Kook en bijt pasvorm</span></p> </div> </div> </div> </div> </div>",Shockdoctor,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Shockdoctor",TRUE,,Default Title,,shopify,10,deny,manual,19.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/shockdoctor-Gel-Max-Black-blue-bitje-mouthguard.jpg,1,Shockdoctor bitje gebitbeschermer Gel Max Black / Blue,active,Shockdoctor bitje gebitbeschermer Gel Max Black / Blue,,shield,#1A1A1A
shockdoctor-bitje-gebitbeschermer-gel-max-black-blue,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/shockdoctor-Gel-Max-Black-blue-bitje-mouthguard4.jpg,2,Shockdoctor bitje gebitbeschermer Gel Max Black / Blue,,,,,
shockdoctor-bitje-gebitbeschermer-gel-max-black-blue,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/shockdoctor-Gel-Max-Black-blue-bitje-mouthguard2.jpg,3,Shockdoctor bitje gebitbeschermer Gel Max Black / Blue,,,,,
shockdoctor-bitje-gebitbeschermer-gel-max-black-blue,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/04/shockdoctor-Gel-Max-Black-blue-bitje-mouthguard3.jpg,4,Shockdoctor bitje gebitbeschermer Gel Max Black / Blue,,,,,
biotech-usa-magnesium-bisglycinate-90-caps,biotech USA Magnesium Bisglycinate 90 caps,<p>biotech USA Magnesium Bisglycinate 90 caps</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,14.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/biotech-USA-Magnesium-Bisglycinate90-caps.jpg,1,Bio Tech biotech USA Magnesium Bisglycinate 90 caps,active,biotech USA Magnesium Bisglycinate 90 caps,,apparel,#1A1A1A
biotech-usa-bcaa-zero-360g,Biotech USA BCAA ZERO 360g,<p>Biotech USA BCAA ZERO 360g</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,29.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Biotech-USA-BCAA-ZERO-360g.jpg,1,Bio Tech Biotech USA BCAA ZERO 360g,active,Biotech USA BCAA ZERO 360g,,apparel,#1A1A1A
biotech-usa-100-creatine-monohydrate-300-g,Biotech USA Black Blood NOX 340g,<p>Biotech USA Black Blood NOX 340g</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,36.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Biotech-USA-Black-Blood-NOX-340g.jpg,1,Bio Tech Biotech USA Black Blood NOX 340g,active,Biotech USA Black Blood NOX 340g,,apparel,#1A1A1A
levrone-gold-ashwagandha-90-tabs,Levrone-GOLD-Ashwagandha-90-tabs,<p>Levrone-GOLD-Ashwagandha-90-tabs</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Levrone-GOLD-Ashwagandha-90-tabs.jpg,1,Bio Tech Levrone-GOLD-Ashwagandha-90-tabs,active,Levrone-GOLD-Ashwagandha-90-tabs,,apparel,#1A1A1A
biotech-usa-iso-whey-zero-908gr,biotech USA Iso Whey Zero 908gr,<p>biotech USA Iso Whey Zero 908gr</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/biotech-USA-Iso-Whey-Zero-908g.jpg,1,Bio Tech biotech USA Iso Whey Zero 908gr,active,biotech USA Iso Whey Zero 908gr,,apparel,#1A1A1A
bad-ass-pre-workout-438gr,BAD ASS Pre workout 438gr,<p>BAD ASS Pre workout 438gr</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,22.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/BAD-ASS-Pre-workout-438-g.jpg,1,Bio Tech BAD ASS Pre workout 438gr,active,BAD ASS Pre workout 438gr,,apparel,#1A1A1A
ice-pump-pre-workout-463gr,ICE Pump Pre Workout 463gr,<p>ICE Pump Pre Workout 463gr</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,24.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/ICE-Pump-Pre-Workout-463-g.jpg,1,Bio Tech ICE Pump Pre Workout 463gr,active,ICE Pump Pre Workout 463gr,,apparel,#1A1A1A
levrone-scatterbrain-pre-workout-270gr,LEVRONE Scatterbrain pre workout 270gr,<p>LEVRONE Scatterbrain pre workout 270gr</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,24.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/LEVRONE-Scatterbrain-pre-workout-270gr.jpg,1,Bio Tech LEVRONE Scatterbrain pre workout 270gr,active,LEVRONE Scatterbrain pre workout 270gr,,apparel,#1A1A1A
premium-nutrition-pn-pump-pre-workout-385gr,PREMIUM NUTRITION PN PUMP PRE WORKOUT 385gr,<p>PREMIUM NUTRITION PN PUMP PRE WORKOUT 385gr</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,24.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/PREMIUM-NUTRITION-PN-PUMP-PRE-WORKOUT-385gr.jpg,1,Bio Tech PREMIUM NUTRITION PN PUMP PRE WORKOUT 385gr,active,PREMIUM NUTRITION PN PUMP PRE WORKOUT 385gr,,apparel,#1A1A1A
skull-labs-angel-dust-pre-workout-270gr,Skull Labs Angel Dust pre workout 270gr,<p>Skull Labs Angel Dust pre workout 270gr</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,24.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Skull-Labs-Angel-Dust-pre-workout-270gr.jpg,1,Bio Tech Skull Labs Angel Dust pre workout 270gr,active,"Een van de beste Pre Workouts op de markt! Handle with care! Beta-alanine (CarnoSyn®), arginine AKG, citruline malate, taurine, hydrolysed casein (PeptoPro®), glucuronolactone, L-ascorbic acid, sodium bicarbonate, magnesium phosphate, flavour, caffei",,apparel,#1A1A1A
skull-labsskull-crusher-pre-workout-350-gr,Skull LabsSkull Crusher pre-workout 350 gr,<p>Skull LabsSkull Crusher pre-workout 350 gr</p>,Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,,Default Title,,shopify,10,deny,manual,24.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/04/Skull-Labs-Skull-Crusher-pre-workout-350gr.jpg,1,Bio Tech Skull LabsSkull Crusher pre-workout 350 gr,active,"Een van de beste Pre Workouts op de markt! Handle with care! Beta-alanine (CarnoSyn®), arginine AKG, citruline malate, taurine, hydrolysed casein (PeptoPro®), glucuronolactone, L-ascorbic acid, sodium bicarbonate, magnesium phosphate, flavour, caffei",,apparel,#1A1A1A
dames-borstbeschermer-zwart-met-uitneembare-padding,Dames Borstbeschermer – Zwart met uitneembare padding,"<h2 data-start=""102"" data-end=""158"">Dames Borstbeschermer – Zwart met uitneembare padding</h2> <p data-start=""160"" data-end=""399"">De <strong data-start=""163"" data-end=""188"">dames borstbeschermer</strong> in stijlvol zwart biedt optimale bescherming tijdens <strong data-start=""242"" data-end=""292"">kickboksen, boksen en ander vechtsporttraining</strong>. Speciaal ontworpen voor vrouwen, beschermt hij gevoelige zones zonder je bewegingsvrijheid te beperken.</p> <p data-start=""401"" data-end=""693"">De <strong data-start=""404"" data-end=""427"">uitneembare padding</strong> maakt individuele aanpassing mogelijk: extra bescherming bij intensieve trainingen of een lichter gewicht voor minder intensieve sessies. Het ergonomische ontwerp, het robuuste materiaal en het ademende binnenmateriaal zorgen voor maximaal comfort en stabiliteit.</p> <h3 data-start=""695"" data-end=""708"">Kenmerken</h3> <ul data-start=""710"" data-end=""957""> <li data-start=""710"" data-end=""749""> <p data-start=""712"" data-end=""749"">Speciaal ontworpen voor <strong data-start=""736"" data-end=""747"">vrouwen</strong></p> </li> <li data-start=""750"" data-end=""804""> <p data-start=""752"" data-end=""804""><strong data-start=""752"" data-end=""775"">Uitneembare padding</strong> voor flexibele bescherming</p> </li> <li data-start=""805"" data-end=""861""> <p data-start=""807"" data-end=""861"">Ergonomische pasvorm voor maximale bewegingsvrijheid</p> </li> <li data-start=""862"" data-end=""903""> <p data-start=""864"" data-end=""903"">Elegant zwart, <strong data-start=""879"" data-end=""901"">stijlvol en stevig</strong></p> </li> <li data-start=""904"" data-end=""957""> <p data-start=""906"" data-end=""957"">Perfect voor <strong data-start=""919"" data-end=""955"">kickboksen, boksen en vechtsport</strong></p> </li> </ul> <p data-start=""959"" data-end=""1032"">Train veilig, zelfverzekerd en comfortabel – ideaal voor elke training.</p>",Fightpro,Bescherming,"Bescherming, Fightpro",TRUE,Maat,L,,shopify,10,deny,manual,44.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/03/Fightpro-Damen-Brustschutz-boxen.jpg,1,Fightpro Dames Borstbeschermer – Zwart met uitneembare padding,active,Dames Borstbeschermer – Zwart met uitneembare padding,,shield,#1A1200
dames-borstbeschermer-zwart-met-uitneembare-padding,,,,,,,Maat,M,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
dames-borstbeschermer-zwart-met-uitneembare-padding,,,,,,,Maat,S,,shopify,10,deny,manual,44.95,,TRUE,TRUE,,,,active,,,,
dames-borstbeschermer-zwart-met-uitneembare-padding,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2026/03/Fightpro-Damen-Brustschutz-boxen-2.jpg,2,Fightpro Dames Borstbeschermer – Zwart met uitneembare padding,,,,,
fightpro-bjj-elite-gi-black-350-grams,Fightpro BJJ Elite GI BLACK 350 grams,"<h2 data-start=""125"" data-end=""143"">BJJ Gi FightPro</h2> <p data-start=""145"" data-end=""394""><strong data-start=""145"" data-end=""182"">Lichtgewicht. Duurzaam. Stijlvol.</strong><br data-start=""182"" data-end=""185"" />Onze hoogwaardige FightPro BJJ-Gi van 350g Pearl Weave katoen biedt de perfecte balans tussen comfort, bewegingsvrijheid en langdurige stabiliteit. Ideaal voor intensieve trainingen en veeleisende wedstrijden.</p> <p data-start=""396"" data-end=""654"">Het elegante zwarte design, gecombineerd met nauwkeurige afwerking en opvallende borduursels, maakt deze Gi een echte eyecatcher op de mat. Elke naad, elk detail en elke snit is ontworpen voor vechters die niet alleen willen trainen, maar willen domineren.</p> <p data-start=""656"" data-end=""735""><strong data-start=""656"" data-end=""700"">Inclusief gratis witte band (White Belt)</strong> – zodat je direct kunt beginnen.</p> <p data-start=""737"" data-end=""838"">Geschikt voor zowel beginners als ervaren atleten: deze Gi levert de prestaties die jij nodig hebt.</p> <h3 data-start=""845"" data-end=""873"">Maatgids FightPro BJJ-Gi</h3> <div class=""TyagGW_tableContainer""> <div class=""group TyagGW_tableWrapper flex flex-col-reverse w-fit""> <table class=""w-fit min-w-(--thread-content-width)"" data-start=""875"" data-end=""1400""> <thead data-start=""875"" data-end=""934""> <tr data-start=""875"" data-end=""934""> <th class="""" data-start=""875"" data-end=""882"" data-col-size=""sm"">Maat</th> <th class="""" data-start=""882"" data-end=""901"" data-col-size=""sm"">Lengte gebruiker</th> <th class="""" data-start=""901"" data-end=""921"" data-col-size=""sm"">Gewicht gebruiker</th> <th class="""" data-start=""921"" data-end=""934"" data-col-size=""md"">Opmerking</th> </tr> </thead> <tbody data-start=""991"" data-end=""1400""> <tr data-start=""991"" data-end=""1074""> <td data-start=""991"" data-end=""998"" data-col-size=""sm"">A0</td> <td data-col-size=""sm"" data-start=""998"" data-end=""1016"">150–160 cm</td> <td data-col-size=""sm"" data-start=""1016"" data-end=""1034"">45–55 kg</td> <td data-col-size=""md"" data-start=""1034"" data-end=""1074"">Voor kleinere volwassenen en tieners</td> </tr> <tr data-start=""1075"" data-end=""1168""> <td data-start=""1075"" data-end=""1082"" data-col-size=""sm"">A1</td> <td data-col-size=""sm"" data-start=""1082"" data-end=""1100"">160–170 cm</td> <td data-col-size=""sm"" data-start=""1100"" data-end=""1118"">55–70 kg</td> <td data-col-size=""md"" data-start=""1118"" data-end=""1168"">Meest gekozen maat voor gemiddelde volwassenen</td> </tr> <tr data-start=""1169"" data-end=""1247""> <td data-start=""1169"" data-end=""1176"" data-col-size=""sm"">A2</td> <td data-col-size=""sm"" data-start=""1176"" data-end=""1194"">170–180 cm</td> <td data-col-size=""sm"" data-start=""1194"" data-end=""1212"">70–85 kg</td> <td data-col-size=""md"" data-start=""1212"" data-end=""1247"">Standaard maat voor volwassenen</td> </tr> <tr data-start=""1248"" data-end=""1328""> <td data-start=""1248"" data-end=""1255"" data-col-size=""sm"">A3</td> <td data-start=""1255"" data-end=""1273"" data-col-size=""sm"">180–190 cm</td> <td data-col-size=""sm"" data-start=""1273"" data-end=""1291"">85–100 kg</td> <td data-col-size=""md"" data-start=""1291"" data-end=""1328"">Voor langere of zwaardere atleten</td> </tr> <tr data-start=""1329"" data-end=""1400""> <td data-start=""1329"" data-end=""1336"" data-col-size=""sm"">A4</td> <td data-col-size=""sm"" data-start=""1336"" data-end=""1354"">190–200 cm</td> <td data-col-size=""sm"" data-start=""1354"" data-end=""1372"">100–120 kg</td> <td data-col-size=""md"" data-start=""1372"" data-end=""1400"">Extra lange en grote fit</td> </tr> </tbody> </table> </div> </div> <p data-start=""1402"" data-end=""1553""><strong data-start=""1402"" data-end=""1410"">Tip:</strong> Kies altijd een Gi die je iets ruimte geeft voor beweging, maar niet te los zit. De Pearl Weave stof kan na de eerste wasbeurt iets krimpen.</p>",Fightpro,BJJ,"BJJ, Fightpro, Kleding",TRUE,,Default Title,,shopify,10,deny,manual,99.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2026/03/Fightpro-Brazilian-Jiu-Jitsu-BJJ-GI-350-gr-Schwarz.jpg,1,Fightpro BJJ Elite GI BLACK 350 grams,active,Fightpro BJJ Elite GI BLACK 350 grams,,apparel,#1A1200
